series id,id,title,notes
OBMMIJUMBO30YF,OBMMIJUMBO30YF,30-Year Fixed Rate Jumbo Mortgage Index,Optimal Blue Mortgage Market Indices (https://www2.optimalblue.com/obmmi/)™ (OBMMI™) is calculated from actual locked rates with consumers across over one-third of all mortgage transactions nationwide. OBMMI includes multiple mortgage pricing indices developed around the most popular products and specific borrower and loan level attributes.  Each index is calculated as the average of all appropriate rate locks locked through the Optimal Blue product eligibility and pricing engine on a given day. More details about methodology and definitions are available here (https://www2.optimalblue.com/obmmi/).
WTB6MS,WTB6MS,"6-Month Treasury Bill Secondary Market Rate, Discount Basis","Averages of Business Days, Discount Basis"
MORTGAGE5US,MORTGAGE5US,5/1-Year Adjustable Rate Mortgage Average in the United States (DISCONTINUED),"On November 17, 2022, Freddie Mac changed the methodology of the Primary Mortgage Market Survey® (PMMS®). The weekly mortgage rate is no longer based on a survey of lenders. For more information regarding Freddie Mac’s enhancement, see their research note (https://www.freddiemac.com/research/insight/20221103-freddie-macs-newly-enhanced-mortgage-rate-survey).  Data are provided “as is” by Freddie Mac®, with no warranties of any kind, express or implied, including but not limited to warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user’s sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages.  Copyright, 2016, Freddie Mac. Reprinted with permission."
LNS11300002,LNS11300002,Labor Force Participation Rate - Women,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS11300002"
IRLTLT01JPM156N,IRLTLT01JPM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Japan,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: JPN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
DFEDTAR,DFEDTAR,Federal Funds Target Rate (DISCONTINUED),"Data for the period prior to 1994 come from the working paper ""A New Federal Funds Rate Target Series: September 27, 1982 - December 31, 1993"" (Thornton, Federal Reserve Bank of St. Louis, 2005, http://research.stlouisfed.org/wp/2005/2005-032.pdf). Due to an error in the paper values from April 2, 1986 - April 20, 1986 were adjusted manually to 7.3125%. Data from 1994 to the present are derived from FOMC meeting transcripts and FOMC meeting statements, http://www.federalreserve.gov/fomc/.  Effective December 16, 2008, target rate is reported as a range. Current data at https://fred.stlouisfed.org/series/DFEDTARU and https://fred.stlouisfed.org/series/DFEDTARL"
PCREDIT8,PCREDIT8,Primary Credit Rate - Historical Dates of Changes and Rates for Federal Reserve District 8: St. Louis,Effective Date Please refer to https://www.frbdiscountwindow.org/ for further information.
LNU04000006,LNU04000006,Unemployment Rate - Black or African American,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04000006
BAMLC0A0CMEY,BAMLC0A0CMEY,ICE BofA US Corporate Index Effective Yield,"This data represents the effective yield of the ICE BofA US Corporate Index, which tracks the performance of US dollar denominated investment grade rated corporate debt publicly issued in the US domestic market. To qualify for inclusion in the index, securities must have an investment grade rating (based on an average of Moody's, S&P, and Fitch) and an investment grade rated country of risk (based on an average of Moody's, S&P, and Fitch foreign currency long term sovereign debt ratings). Each security must have greater than 1 year of remaining maturity, a fixed coupon schedule, and a minimum amount outstanding of $250 million. Original issue zero coupon bonds, ""global"" securities (debt issued simultaneously in the eurobond and US domestic bond markets), 144a securities and pay-in-kind securities, including toggle notes, qualify for inclusion in the Index. Callable perpetual securities qualify provided they are at least one year from the first call date. Fixed-to-floating rate securities also qualify provided they are callable within the fixed rate period and are at least one year from the last call prior to the date the bond transitions from a fixed to a floating rate security. DRD-eligible and defaulted securities are excluded from the Index.  ICE BofA Explains the Construction Methodology of this series as: Index constituents are capitalization-weighted based on their current amount outstanding. With the exception of U.S. mortgage pass-throughs and U.S. structured products (ABS, CMBS and CMOs), accrued interest is calculated assuming next-day settlement. Accrued interest for U.S. mortgage pass-through and U.S. structured products is calculated assuming same-day settlement. Cash flows from bond payments that are received during the month are retained in the index until the end of the month and then are removed as part of the rebalancing. Cash does not earn any reinvestment income while it is held in the Index. The Index is rebalanced on the last calendar day of the month, based on information available up to and including the third business day before the last business day of the month. Issues that meet the qualifying criteria are included in the Index for the following month. Issues that no longer meet the criteria during the course of the month remain in the Index until the next month-end rebalancing at which point they are removed from the Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.  The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.  Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
IR3TIB01USQ156N,IR3TIB01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for United States,"OECD Descriptor ID: IR3TIB01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
LNU01300060,LNU01300060,Labor Force Participation Rate - 25-54 Yrs.,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU01300060
RIFSGFSM06NA,RIFSGFSM06NA,"6-Month Treasury Bill Secondary Market Rate, Discount Basis",Averages of daily figures.  For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm).
DGS6MO,DGS6MO,"Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
MPCREDIT,MPCREDIT,Discount Window Primary Credit Rate,"This data represent rate charged for discounts made and advances extended under the Federal Reserve's primary credit discount window program (https://www.frbdiscountwindow.org/), which became effective January 9, 2003.   Primary credit is available to generally sound depository institutions at a rate set relative to the Federal Open Market Committee's (FOMC) target range for the federal funds rate. Depository institutions are not required to seek alternative sources of funds before requesting advances of primary credit. Primary credit may be used for any purpose, including financing the sale of federal funds. By making funds readily available at the primary credit rate the primary credit program complements open market operations in the implementation of monetary policy. Reserve Banks ordinarily do not require depository institutions to provide reasons for requesting very short-term primary credit. Rather, borrowers are asked to provide only the minimum information necessary to process a loan, usually the amount and term of the loan.  This rate replaces that for adjustment credit, which was discontinued after January 8, 2003. For further information, see Board of Governor's  announcement (https://www.federalreserve.gov/boarddocs/press/bcreg/2002/200210312/). The rate reported is that for the Federal Reserve Bank of New York."
PCETRIM12M159SFRBDAL,PCETRIM12M159SFRBDAL,Trimmed Mean PCE Inflation Rate,"The Trimmed Mean PCE inflation rate produced by the Federal Reserve Bank of Dallas is an alternative measure of core inflation in the price index for personal consumption expenditures (PCE). The data series is calculated by the Dallas Fed, using data from the Bureau of Economic Analysis (BEA). Calculating the trimmed mean PCE inflation rate for a given month involves looking at the price changes for each of the individual components of personal consumption expenditures. The individual price changes are sorted in ascending order from “fell the most” to “rose the most,” and a certain fraction of the most extreme observations at both ends of the spectrum are thrown out or trimmed. The inflation rate is then calculated as a weighted average of the remaining components. The trimmed mean inflation rate is a proxy for true core PCE inflation rate. The resulting inflation measure has been shown to outperform the more conventional “excluding food and energy” measure as a gauge of core inflation."
WPCREDIT,WPCREDIT,Discount Window Primary Credit Rate,"This data represent rate charged for discounts made and advances extended under the Federal Reserve's primary credit discount window program (https://www.frbdiscountwindow.org/), which became effective January 9, 2003.   Primary credit is available to generally sound depository institutions at a rate set relative to the Federal Open Market Committee's (FOMC) target range for the federal funds rate. Depository institutions are not required to seek alternative sources of funds before requesting advances of primary credit. Primary credit may be used for any purpose, including financing the sale of federal funds. By making funds readily available at the primary credit rate the primary credit program complements open market operations in the implementation of monetary policy. Reserve Banks ordinarily do not require depository institutions to provide reasons for requesting very short-term primary credit. Rather, borrowers are asked to provide only the minimum information necessary to process a loan, usually the amount and term of the loan.  This rate replaces that for adjustment credit, which was discontinued after January 8, 2003. For further information, see Board of Governor's  announcement (https://www.federalreserve.gov/boarddocs/press/bcreg/2002/200210312/). The rate reported is that for the Federal Reserve Bank of New York."
BPCCRO1Q156NBEA,BPCCRO1Q156NBEA,Personal Consumption Expenditures Excluding Food and Energy (Chain-Type Price Index),"BEA Account Code: BPCCRO  For more information about this series, please see http://www.bea.gov/national/."
DCPF3M,DCPF3M,90-Day AA Financial Commercial Paper Interest Rate,Discount Basis
PCENOW,PCENOW,Nowcast for Real Personal Consumption Expenditures,"The Nowcast for Real Personal Consumption Expenditures uses a nowcasting model to synthesize the bridge equation approach relating GDP subcomponents to monthly source data with factor model and Bayesian vector autoregression approaches.   The Federal Reserve Bank of Atlanta’s GDPNow release complements the quarterly GDP release from the Bureau of Economic Analysis (BEA). The Atlanta Fed recalculates and updates their GDPNow forecasts (called “nowcasts”) throughout the quarter as new data are released, up until the BEA releases its “advance estimate” of GDP for that quarter. The St. Louis Fed constructs a quarterly time series for this dataset, in which both historical and current observations values are combined. In general, the most-current observation is revised multiple times throughout the quarter. The final forecasted value (before the BEA’s release of the advance estimate of GDP) is the static, historical value for that quarter.  For futher information visit the source at https://www.frbatlanta.org/cqer/research/gdpnow.aspx?panel=1."
IR3TIB01USA156N,IR3TIB01USA156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for United States,"OECD Descriptor ID: IR3TIB01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
RIFSRPF02ND,RIFSRPF02ND,Discount Window Primary Credit Rate,"This data represent rate charged for discounts made and advances extended under the Federal Reserve's primary credit discount window program (https://www.frbdiscountwindow.org/), which became effective January 9, 2003.   Primary credit is available to generally sound depository institutions at a rate set relative to the Federal Open Market Committee's (FOMC) target range for the federal funds rate. Depository institutions are not required to seek alternative sources of funds before requesting advances of primary credit. Primary credit may be used for any purpose, including financing the sale of federal funds. By making funds readily available at the primary credit rate the primary credit program complements open market operations in the implementation of monetary policy. Reserve Banks ordinarily do not require depository institutions to provide reasons for requesting very short-term primary credit. Rather, borrowers are asked to provide only the minimum information necessary to process a loan, usually the amount and term of the loan.  This rate replaces that for adjustment credit, which was discontinued after January 8, 2003. For further information, see Board of Governor's  announcement (https://www.federalreserve.gov/boarddocs/press/bcreg/2002/200210312/). The rate reported is that for the Federal Reserve Bank of New York."
RIFSPPFAAD90NB,RIFSPPFAAD90NB,90-Day AA Financial Commercial Paper Interest Rate,"For more information, please see http://www.federalreserve.gov/releases/cp/about.htm."
LIOR3M,LIOR3M,3-month London Interbank Offered Rate (LIBOR),"Quarterly average. This series was constructed by the Bank of England as part of the Three Centuries of Macroeconomic Data project by combining data from a number of academic and official sources. For more information, please refer to the Three Centuries spreadsheet at https://www.bankofengland.co.uk/statistics/research-datasets. Users are advised to check the underlying assumptions behind this series in the relevant worksheets of the spreadsheet. In many cases alternative assumptions might be appropriate. Users are permitted to reproduce this series in their own work as it represents Bank calculations and manipulations of underlying series that are the copyright of the Bank of England provided that underlying sources are cited appropriately. For appropriate citation please see the Three Centuries spreadsheet for guidance and a list of the underlying sources."
DEXINUS,DEXINUS,Indian Rupees to U.S. Dollar Spot Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.
IRLTLT01DEM156N,IRLTLT01DEM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: DEU  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
AEXVZUS,AEXVZUS,Venezuelan Bolivares to U.S. Dollar Spot Exchange Rate,"For the G.5A annual release, the average annual exchange rate for the Venezuelan bolivar in 2018 was calculated using the ""bolivar fuerte"" rate through Friday, August 17 and the ""bolivar soberano"" rate multiplied by 100,000 beginning Monday, August 20. For more information about this series and any other news regarding the G.5A Foreign Exchange Rates visit here (https://www.federalreserve.gov/feeds/h10.html).  Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies."
RIFSRPF02NA,RIFSRPF02NA,Discount Window Primary Credit Rate,"This data represent rate charged for discounts made and advances extended under the Federal Reserve's primary credit discount window program (https://www.frbdiscountwindow.org/), which became effective January 9, 2003.   Primary credit is available to generally sound depository institutions at a rate set relative to the Federal Open Market Committee's (FOMC) target range for the federal funds rate. Depository institutions are not required to seek alternative sources of funds before requesting advances of primary credit. Primary credit may be used for any purpose, including financing the sale of federal funds. By making funds readily available at the primary credit rate the primary credit program complements open market operations in the implementation of monetary policy. Reserve Banks ordinarily do not require depository institutions to provide reasons for requesting very short-term primary credit. Rather, borrowers are asked to provide only the minimum information necessary to process a loan, usually the amount and term of the loan.  This rate replaces that for adjustment credit, which was discontinued after January 8, 2003. For further information, see Board of Governor's  announcement (https://www.federalreserve.gov/boarddocs/press/bcreg/2002/200210312/). The rate reported is that for the Federal Reserve Bank of New York."
AUSGDPRQPSMEI,AUSGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Australia,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: AUS  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
CPF3M,CPF3M,90-Day AA Financial Commercial Paper Interest Rate,"Averages of Business Days, Discount Basis"
DGS7,DGS7,"Market Yield on U.S. Treasury Securities at 7-Year Constant Maturity, Quoted on an Investment Basis","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
EXINUS,EXINUS,Indian Rupees to U.S. Dollar Spot Exchange Rate,"Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date."
CAUR,CAUR,Unemployment Rate in California,
DRBLACBS,DRBLACBS,"Delinquency Rate on Business Loans, All Commercial Banks",
DPCERL1Q225SBEA,DPCERL1Q225SBEA,Real Personal Consumption Expenditures,"BEA Account Code: DPCERL  For more information about this series, please see http://www.bea.gov/national/."
PCETRIM6M680SFRBDAL,PCETRIM6M680SFRBDAL,Trimmed Mean PCE Inflation Rate,"The Trimmed Mean PCE inflation rate produced by the Federal Reserve Bank of Dallas is an alternative measure of core inflation in the price index for personal consumption expenditures (PCE). The data series is calculated by the Dallas Fed, using data from the Bureau of Economic Analysis (BEA). Calculating the trimmed mean PCE inflation rate for a given month involves looking at the price changes for each of the individual components of personal consumption expenditures. The individual price changes are sorted in ascending order from “fell the most” to “rose the most,” and a certain fraction of the most extreme observations at both ends of the spectrum are thrown out or trimmed. The inflation rate is then calculated as a weighted average of the remaining components. The trimmed mean inflation rate is a proxy for true core PCE inflation rate. The resulting inflation measure has been shown to outperform the more conventional “excluding food and energy” measure as a gauge of core inflation."
DTWEXAFEGS,DTWEXAFEGS,Nominal Advanced Foreign Economies U.S. Dollar Index,
DEXBZUS,DEXBZUS,Brazilian Reals to U.S. Dollar Spot Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.
BOGZ1FL075035503Q,BOGZ1FL075035503Q,"Interest Rates and Price Indexes; Commercial Real Estate Price Index, Level","Source ID: FL075035503.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL075035503&t=) provided by the source."
A067RO1Q156NBEA,A067RO1Q156NBEA,Real Disposable Personal Income,"BEA Account Code: A067RO  For more information about this series, please see http://www.bea.gov/national/."
WCPF3M,WCPF3M,90-Day AA Financial Commercial Paper Interest Rate,"Averages of Business Days, Discount Basis"
RIFSPPFAAD90NA,RIFSPPFAAD90NA,90-Day AA Financial Commercial Paper Interest Rate,Averages of daily figures.  For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm).
NROUST,NROUST,Natural Rate of Unemployment (Short-Term) (DISCONTINUED),"This series last appeared in the February, 2021 report: NROU (https://fred.stlouisfed.org/series/NROU)), formerly called ""Natural Rate of Unemployment (Long-Term).""  The natural rate of unemployment (NAIRU) is the rate of unemployment arising from all sources except fluctuations in aggregate demand. Estimates of potential GDP are based on the long-term natural rate. (CBO did not make explicit adjustments to the short-term natural rate for structural factors before the recent downturn.) The short-term natural rate incorporates structural factors that are temporarily boosting the natural rate beginning in 2008. The short-term natural rate is used to gauge the amount of current and projected slack in labor markets, which is a key input into CBO's projections of inflation."
DRCRELEXFACBN,DRCRELEXFACBN,"Delinquency Rate on Commercial Real Estate Loans (Excluding Farmland), Booked in Domestic Offices, All Commercial Banks",
BAMLHYH0A0HYM2TRIV,BAMLHYH0A0HYM2TRIV,ICE BofA US High Yield Index Total Return Index Value,"This data represents the ICE BofA US High Yield Index value, which tracks the performance of US dollar denominated below investment grade rated corporate debt publicly issued in the US domestic market. To qualify for inclusion in the index, securities must have a below investment grade rating (based on an average of Moody's, S&P, and Fitch) and an investment grade rated country of risk (based on an average of Moody's, S&P, and Fitch foreign currency long term sovereign debt ratings). Each security must have greater than 1 year of remaining maturity, a fixed coupon schedule, and a minimum amount outstanding of $100 million. Original issue zero coupon bonds, ""global"" securities (debt issued simultaneously in the eurobond and US domestic bond markets), 144a securities and pay-in-kind securities, including toggle notes, qualify for inclusion in the Index. Callable perpetual securities qualify provided they are at least one year from the first call date. Fixed-to-floating rate securities also qualify provided they are callable within the fixed rate period and are at least one year from the last call prior to the date the bond transitions from a fixed to a floating rate security. DRD-eligible and defaulted securities are excluded from the Index.  ICE BofA Explains the Construction Methodology of this series as: Index constituents are capitalization-weighted based on their current amount outstanding. With the exception of U.S. mortgage pass-throughs and U.S. structured products (ABS, CMBS and CMOs), accrued interest is calculated assuming next-day settlement. Accrued interest for U.S. mortgage pass-through and U.S. structured products is calculated assuming same-day settlement. Cash flows from bond payments that are received during the month are retained in the index until the end of the month and then are removed as part of the rebalancing. Cash does not earn any reinvestment income while it is held in the Index. The Index is rebalanced on the last calendar day of the month, based on information available up to and including the third business day before the last business day of the month. Issues that meet the qualifying criteria are included in the Index for the following month. Issues that no longer meet the criteria during the course of the month remain in the Index until the next month-end rebalancing at which point they are removed from the Index.  When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.  The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.  Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
IRLTLT01JPA156N,IRLTLT01JPA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Japan,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: JPN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
DPCERAM1M225NBEA,DPCERAM1M225NBEA,Real Personal Consumption Expenditures,BEA Account Code: DPCERAM A Guide to the National Income and Product Accounts of the United States (NIPA) - (http://www.bea.gov/national/pdf/nipaguid.pdf)
IRLTLT01JPQ156N,IRLTLT01JPQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Japan,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: JPN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
OBMMIVA30YF,OBMMIVA30YF,30-Year Fixed Rate Veterans Affairs Mortgage Index,This index includes rate locks from U.S. Department of Veterans Affairs loans.  Optimal Blue Mortgage Market Indices (https://www2.optimalblue.com/obmmi/)™ (OBMMI™) is calculated from actual locked rates with consumers across over one-third of all mortgage transactions nationwide. OBMMI includes multiple mortgage pricing indices developed around the most popular products and specific borrower and loan level attributes.  Each index is calculated as the average of all appropriate rate locks locked through the Optimal Blue product eligibility and pricing engine on a given day. More details about methodology and definitions are available here (https://www2.optimalblue.com/obmmi/).
FXRATEPKA618NUPN,FXRATEPKA618NUPN,Exchange Rate to U.S. Dollar for Pakistan,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: XRAT
A067RL1Q156SBEA,A067RL1Q156SBEA,Real Disposable Personal Income,"BEA Account Code: A067RL  For more information about this series, please see http://www.bea.gov/national/."
AEXINUS,AEXINUS,Indian Rupees to U.S. Dollar Spot Exchange Rate,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
EXBZUS,EXBZUS,Brazilian Reals to U.S. Dollar Spot Exchange Rate,"Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date."
DFII30,DFII30,"Market Yield on U.S. Treasury Securities at 30-Year Constant Maturity, Quoted on an Investment Basis, Inflation-Indexed","For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
A191RI1Q225SBEA,A191RI1Q225SBEA,Gross Domestic Product: Implicit Price Deflator,"BEA Account Code: A191RI  For more information about this series, please see http://www.bea.gov/national/."
DFEDTARL,DFEDTARL,Federal Funds Target Range - Lower Limit,This series represents lower limit of the federal funds target range established by the Federal Open Market Committee. The data updated each day is the data effective as of that day.
GS6M,GS6M,"Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis","Averages of business days. For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
WGS6MO,WGS6MO,"Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis","Averages of business days. For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
IRLTLT01DEQ156N,IRLTLT01DEQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: DEU  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
RIFLPBCIANM60NM,RIFLPBCIANM60NM,"Finance Rate on Consumer Installment Loans at Commercial Banks, New Autos 60 Month Loan","For further information, please refer to the Board of Governors of the Federal Reserve System's G.19 release, online at http://www.federalreserve.gov/releases/g19/."
CANGDPRQPSMEI,CANGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Canada,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
IRLTLT01GBM156N,IRLTLT01GBM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for United Kingdom,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: GBR  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
TWEXAFEGSMTH,TWEXAFEGSMTH,Nominal Advanced Foreign Economies U.S. Dollar Index,
CANGDPRAPSMEI,CANGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Canada,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: CAN  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
DPCERO1Q156NBEA,DPCERO1Q156NBEA,Real Personal Consumption Expenditures,"BEA Account Code: DPCERO  For more information about this series, please see http://www.bea.gov/national/."
AMERIBOR,AMERIBOR,Overnight Unsecured AMERIBOR Benchmark Interest Rate,"Data prior to June 17, 2019 is only available from Monday to Friday (excluding trading holidays).  AMERIBOR® (American Interbank Offered Rate) is a benchmark interest rate based on overnight unsecured loans transacted on the American Financial Exchange (AFX). AMERIBOR® is calculated as the transaction volume weighted average interest rate of the daily transactions in the AMERIBOR® overnight unsecured loan market on the AFX. More details about AMERIBOR® methodology can be found on the source's website (https://ameribor.net), under the Resources section.  AMERIBOR® is a registered trademark of the American Financial Exchange (AFX). © Copyright, American Financial Exchange (AFX). All Rights Reserved."
IRLTLT01DEA156N,IRLTLT01DEA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: DEU  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
